"SVY_COMP","SVY_COMP_LABEL","GEO_ID","NAME","GEO_ID_F","YEAR","AGG_DESC","AGG_DESC_LABEL","GOVTYPE","GOVTYPE_LABEL","AMOUNT","AMOUNT_FORMATTED"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0032","Total Expenditure - General Expenditure - Intergovernmental General Expenditure","002","State","14549578","14,549,578"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0032","Total Expenditure - General Expenditure - Intergovernmental General Expenditure","002","State","16832903","16,832,903"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0033","Total Expenditure - General Expenditure - Direct General Expenditure","002","State","26983108","26,983,108"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0033","Total Expenditure - General Expenditure - Direct General Expenditure","002","State","27321647","27,321,647"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0033","Total Expenditure - General Expenditure - Direct General Expenditure","002","State","29485194","29,485,194"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0033","Total Expenditure - General Expenditure - Direct General Expenditure","002","State","32091777","32,091,777"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0033","Total Expenditure - General Expenditure - Direct General Expenditure","002","State","33059753","33,059,753"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0033","Total Expenditure - General Expenditure - Direct General Expenditure","002","State","35174625","35,174,625"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0033","Total Expenditure - General Expenditure - Direct General Expenditure","002","State","36194648","36,194,648"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0033","Total Expenditure - General Expenditure - Direct General Expenditure","002","State","36479205","36,479,205"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0036","General Expenditure, by Function: - Education","002","State","15179418","15,179,418"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0036","General Expenditure, by Function: - Education","002","State","15618452","15,618,452"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0036","General Expenditure, by Function: - Education","002","State","16349997","16,349,997"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0036","General Expenditure, by Function: - Education","002","State","17101172","17,101,172"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0036","General Expenditure, by Function: - Education","002","State","18354126","18,354,126"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0036","General Expenditure, by Function: - Education","002","State","19557200","19,557,200"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0036","General Expenditure, by Function: - Education","002","State","20831462","20,831,462"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0036","General Expenditure, by Function: - Education","002","State","22661025","22,661,025"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0037","General Expenditure, by Function: - Public Welfare","002","State","8178814","8,178,814"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0037","General Expenditure, by Function: - Public Welfare","002","State","8224503","8,224,503"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0037","General Expenditure, by Function: - Public Welfare","002","State","9669566","9,669,566"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0037","General Expenditure, by Function: - Public Welfare","002","State","11329491","11,329,491"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0037","General Expenditure, by Function: - Public Welfare","002","State","11552005","11,552,005"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0037","General Expenditure, by Function: - Public Welfare","002","State","12197753","12,197,753"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0037","General Expenditure, by Function: - Public Welfare","002","State","12790963","12,790,963"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0037","General Expenditure, by Function: - Public Welfare","002","State","12488850","12,488,850"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0038","General Expenditure, by Function: - Hospitals","002","State","2156540","2,156,540"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0038","General Expenditure, by Function: - Hospitals","002","State","2174853","2,174,853"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0038","General Expenditure, by Function: - Hospitals","002","State","2277752","2,277,752"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0038","General Expenditure, by Function: - Hospitals","002","State","2586923","2,586,923"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0038","General Expenditure, by Function: - Hospitals","002","State","2799289","2,799,289"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0038","General Expenditure, by Function: - Hospitals","002","State","3413292","3,413,292"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0038","General Expenditure, by Function: - Hospitals","002","State","3652849","3,652,849"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0038","General Expenditure, by Function: - Hospitals","002","State","3627640","3,627,640"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0039","General Expenditure, by Function: - Health","002","State","1683204","1,683,204"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0039","General Expenditure, by Function: - Health","002","State","1767621","1,767,621"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0039","General Expenditure, by Function: - Health","002","State","2041208","2,041,208"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0039","General Expenditure, by Function: - Health","002","State","2239003","2,239,003"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0039","General Expenditure, by Function: - Health","002","State","2315807","2,315,807"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0039","General Expenditure, by Function: - Health","002","State","3086366","3,086,366"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0039","General Expenditure, by Function: - Health","002","State","2938904","2,938,904"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0039","General Expenditure, by Function: - Health","002","State","3349419","3,349,419"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0040","General Expenditure, by Function: - Highways","002","State","3259538","3,259,538"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0040","General Expenditure, by Function: - Highways","002","State","3228985","3,228,985"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0040","General Expenditure, by Function: - Highways","002","State","3107228","3,107,228"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0040","General Expenditure, by Function: - Highways","002","State","2930924","2,930,924"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0040","General Expenditure, by Function: - Highways","002","State","2790205","2,790,205"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0040","General Expenditure, by Function: - Highways","002","State","2918772","2,918,772"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0040","General Expenditure, by Function: - Highways","002","State","2918458","2,918,458"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0040","General Expenditure, by Function: - Highways","002","State","3150750","3,150,750"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0042","General Expenditure, by Function: - Police Protection","002","State","340024","340,024"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0042","General Expenditure, by Function: - Police Protection","002","State","374122","374,122"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0042","General Expenditure, by Function: - Police Protection","002","State","374652","374,652"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0042","General Expenditure, by Function: - Police Protection","002","State","405692","405,692"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0042","General Expenditure, by Function: - Police Protection","002","State","419197","419,197"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0042","General Expenditure, by Function: - Police Protection","002","State","438529","438,529"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0042","General Expenditure, by Function: - Police Protection","002","State","470737","470,737"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0042","General Expenditure, by Function: - Police Protection","002","State","482501","482,501"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0043","General Expenditure, by Function: - Correction","002","State","931479","931,479"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0043","General Expenditure, by Function: - Correction","002","State","928865","928,865"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0043","General Expenditure, by Function: - Correction","002","State","938327","938,327"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0043","General Expenditure, by Function: - Correction","002","State","984771","984,771"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0043","General Expenditure, by Function: - Correction","002","State","1040326","1,040,326"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0043","General Expenditure, by Function: - Correction","002","State","998853","998,853"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0043","General Expenditure, by Function: - Correction","002","State","1039580","1,039,580"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0043","General Expenditure, by Function: - Correction","002","State","1033601","1,033,601"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0044","General Expenditure, by Function: - Natural Resources","002","State","686270","686,270"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0044","General Expenditure, by Function: - Natural Resources","002","State","777689","777,689"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0044","General Expenditure, by Function: - Natural Resources","002","State","887354","887,354"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0044","General Expenditure, by Function: - Natural Resources","002","State","918107","918,107"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0044","General Expenditure, by Function: - Natural Resources","002","State","888992","888,992"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0044","General Expenditure, by Function: - Natural Resources","002","State","862883","862,883"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0044","General Expenditure, by Function: - Natural Resources","002","State","856296","856,296"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0044","General Expenditure, by Function: - Natural Resources","002","State","959608","959,608"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0045","General Expenditure, by Function: - Parks and Recreation","002","State","205198","205,198"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0045","General Expenditure, by Function: - Parks and Recreation","002","State","217633","217,633"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0045","General Expenditure, by Function: - Parks and Recreation","002","State","192755","192,755"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0045","General Expenditure, by Function: - Parks and Recreation","002","State","257577","257,577"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0045","General Expenditure, by Function: - Parks and Recreation","002","State","241463","241,463"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0045","General Expenditure, by Function: - Parks and Recreation","002","State","322592","322,592"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0045","General Expenditure, by Function: - Parks and Recreation","002","State","243432","243,432"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0045","General Expenditure, by Function: - Parks and Recreation","002","State","264578","264,578"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0046","General Expenditure, by Function: - Governmental Administration","002","State","1129711","1,129,711"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0046","General Expenditure, by Function: - Governmental Administration","002","State","854317","854,317"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0046","General Expenditure, by Function: - Governmental Administration","002","State","1140815","1,140,815"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0046","General Expenditure, by Function: - Governmental Administration","002","State","1263265","1,263,265"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0046","General Expenditure, by Function: - Governmental Administration","002","State","1224372","1,224,372"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0046","General Expenditure, by Function: - Governmental Administration","002","State","1266044","1,266,044"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0046","General Expenditure, by Function: - Governmental Administration","002","State","1234352","1,234,352"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0046","General Expenditure, by Function: - Governmental Administration","002","State","1333864","1,333,864"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0048","General Expenditure, by Function: - Interest on General Debt","002","State","1353204","1,353,204"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0048","General Expenditure, by Function: - Interest on General Debt","002","State","1289645","1,289,645"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0048","General Expenditure, by Function: - Interest on General Debt","002","State","1363630","1,363,630"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0048","General Expenditure, by Function: - Interest on General Debt","002","State","1414999","1,414,999"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0048","General Expenditure, by Function: - Interest on General Debt","002","State","1439737","1,439,737"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0048","General Expenditure, by Function: - Interest on General Debt","002","State","1505051","1,505,051"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0048","General Expenditure, by Function: - Interest on General Debt","002","State","1521343","1,521,343"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0048","General Expenditure, by Function: - Interest on General Debt","002","State","1555678","1,555,678"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0049","General Expenditure, by Function: - Other and Unallocable","002","State","1641488","1,641,488"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0049","General Expenditure, by Function: - Other and Unallocable","002","State","1533143","1,533,143"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0049","General Expenditure, by Function: - Other and Unallocable","002","State","1664703","1,664,703"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0049","General Expenditure, by Function: - Other and Unallocable","002","State","1721239","1,721,239"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0049","General Expenditure, by Function: - Other and Unallocable","002","State","1682487","1,682,487"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0049","General Expenditure, by Function: - Other and Unallocable","002","State","1707618","1,707,618"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0049","General Expenditure, by Function: - Other and Unallocable","002","State","1771744","1,771,744"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0049","General Expenditure, by Function: - Other and Unallocable","002","State","1858147","1,858,147"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0051","Utility Expenditure","002","State","82830","82,830"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0051","Utility Expenditure","002","State","123965","123,965"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0051","Utility Expenditure","002","State","189449","189,449"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0051","Utility Expenditure","002","State","235979","235,979"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0051","Utility Expenditure","002","State","299250","299,250"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0051","Utility Expenditure","002","State","342315","342,315"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0051","Utility Expenditure","002","State","143898","143,898"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0051","Utility Expenditure","002","State","156175","156,175"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0052","Liquor Stores Expenditure","002","State","462579","462,579"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0052","Liquor Stores Expenditure","002","State","0","0"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0052","Liquor Stores Expenditure","002","State","0","0"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0052","Liquor Stores Expenditure","002","State","0","0"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0052","Liquor Stores Expenditure","002","State","0","0"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0052","Liquor Stores Expenditure","002","State","X","X"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0052","Liquor Stores Expenditure","002","State","X","X"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0052","Liquor Stores Expenditure","002","State","X","X"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0053","Insurance Trust Expenditure","002","State","7896071","7,896,071"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0053","Insurance Trust Expenditure","002","State","7344587","7,344,587"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0053","Insurance Trust Expenditure","002","State","7314339","7,314,339"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0053","Insurance Trust Expenditure","002","State","6753385","6,753,385"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0053","Insurance Trust Expenditure","002","State","6987148","6,987,148"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0053","Insurance Trust Expenditure","002","State","7132650","7,132,650"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0053","Insurance Trust Expenditure","002","State","7480799","7,480,799"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0053","Insurance Trust Expenditure","002","State","7681598","7,681,598"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0055","Total Debt Outstanding, Long term and Short Term","002","State","29090132","29,090,132"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0055","Total Debt Outstanding, Long term and Short Term","002","State","30474333","30,474,333"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0055","Total Debt Outstanding, Long term and Short Term","002","State","31601016","31,601,016"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0055","Total Debt Outstanding, Long term and Short Term","002","State","32231967","32,231,967"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0055","Total Debt Outstanding, Long term and Short Term","002","State","33051285","33,051,285"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0055","Total Debt Outstanding, Long term and Short Term","002","State","33427752","33,427,752"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0055","Total Debt Outstanding, Long term and Short Term","002","State","33926356","33,926,356"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0055","Total Debt Outstanding, Long term and Short Term","002","State","35584686","35,584,686"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0057","Total Cash and Security Holdings","002","State","71805623","71,805,623"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0057","Total Cash and Security Holdings","002","State","81664513","81,664,513"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0057","Total Cash and Security Holdings","002","State","85806815","85,806,815"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0057","Total Cash and Security Holdings","002","State","60798213","60,798,213"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0057","Total Cash and Security Holdings","002","State","63461745","63,461,745"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0057","Total Cash and Security Holdings","002","State","134341564","134,341,564"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0057","Total Cash and Security Holdings","002","State","145008964","145,008,964"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0057","Total Cash and Security Holdings","002","State","154460274","154,460,274"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0058","Lottery Income ($1,000)","002","State","501813","501,813"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0058","Lottery Income ($1,000)","002","State","534041","534,041"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0058","Lottery Income ($1,000)","002","State","631892","631,892"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0058","Lottery Income ($1,000)","002","State","658854","658,854"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0058","Lottery Income ($1,000)","002","State","658854","658,854"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0058","Lottery Income ($1,000)","002","State","673330","673,330"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0058","Lottery Income ($1,000)","002","State","733938","733,938"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0058","Lottery Income ($1,000)","002","State","803278","803,278"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0059","Lottery Prizes ($1,000)","002","State","311545","311,545"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0059","Lottery Prizes ($1,000)","002","State","339366","339,366"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0059","Lottery Prizes ($1,000)","002","State","371533","371,533"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0059","Lottery Prizes ($1,000)","002","State","432901","432,901"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0059","Lottery Prizes ($1,000)","002","State","432901","432,901"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0059","Lottery Prizes ($1,000)","002","State","422536","422,536"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0059","Lottery Prizes ($1,000)","002","State","457904","457,904"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0059","Lottery Prizes ($1,000)","002","State","490355","490,355"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0060","Lottery Administration ($1,000)","002","State","45034","45,034"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0060","Lottery Administration ($1,000)","002","State","49954","49,954"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0060","Lottery Administration ($1,000)","002","State","40723","40,723"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0060","Lottery Administration ($1,000)","002","State","45142","45,142"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0060","Lottery Administration ($1,000)","002","State","45142","45,142"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0060","Lottery Administration ($1,000)","002","State","29213","29,213"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0060","Lottery Administration ($1,000)","002","State","27073","27,073"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0060","Lottery Administration ($1,000)","002","State","28719","28,719"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2012","SF0061","Lottery Proceeds Available ($1,000)","002","State","145234","145,234"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2013","SF0061","Lottery Proceeds Available ($1,000)","002","State","144721","144,721"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2014","SF0061","Lottery Proceeds Available ($1,000)","002","State","219636","219,636"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2015","SF0061","Lottery Proceeds Available ($1,000)","002","State","180811","180,811"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2016","SF0061","Lottery Proceeds Available ($1,000)","002","State","180811","180,811"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2017","SF0061","Lottery Proceeds Available ($1,000)","002","State","221581","221,581"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2018","SF0061","Lottery Proceeds Available ($1,000)","002","State","248961","248,961"
"02","Annual Survey of State Government Finance","0400000US53","Washington","null","2019","SF0061","Lottery Proceeds Available ($1,000)","002","State","284204","284,204"
